start,end,id,type,position,regions,bounding_box,distances,vessel,loitering
2022-07-10T03:56:43Z,2022-07-10T05:57:53Z,65cc9728ce3c68b3eec516274fdcfcd7,loitering,"{'lat': 25.4302, 'lon': 56.8177}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IWC', 'IOTC', 'RECOFI', 'ACAP'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.82295, 25.435833333333335, 56.81251666666667, 25.4245]","{'start_distance_from_shore_km': 46.0, 'end_distance_from_shore_km': 45.0, 'start_distance_from_port_km': 22.537761999999997, 'end_distance_from_port_km': 21.208891}","{'id': 'dfb0d112a-a00f-3def-07ab-ffbab2914971', 'name': 'VELA GAS', 'ssvid': '372406000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'chn-quanzhou', 'flag': 'CHN', 'name': 'QUANZHOU', 'portVisitEventId': '6b43087d7cf8ba19efd42310177acf9c'}}","{'total_time_hours': 2.0194027777777777, 'total_distance_km': 1.6834524555972927, 'average_speed_knots': 0.4501289275705013, 'average_distance_from_shore_km': 45.673573301473}"
2022-07-10T12:59:23Z,2022-07-11T13:57:02Z,0636daaf7524f3f02c039c0a179b5cb3,loitering,"{'lat': 25.7081, 'lon': 56.9124}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IWC', 'IOTC', 'RECOFI', 'ACAP'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.91228666666667, 25.708361666666665, 56.91245333333333, 25.707915]","{'start_distance_from_shore_km': 40.0, 'end_distance_from_shore_km': 40.0, 'start_distance_from_port_km': 25.442687999999997, 'end_distance_from_port_km': 25.442687999999997}","{'id': 'eccafb5f0-0df9-b477-0e9b-d77f4b259fdc', 'name': 'PERLITA', 'ssvid': '312518000', 'flag': 'BLZ', 'type': 'bunker', 'public_authorizations': [], 'nextPort': {'id': 'are-fujairah', 'flag': 'ARE', 'name': 'FUJAIRAH', 'portVisitEventId': '8c1d6c8177f7a51d46bfbf23e88fe602'}}","{'total_time_hours': 24.96079722222222, 'total_distance_km': 4.743408230655015, 'average_speed_knots': 0.10261032622106403, 'average_distance_from_shore_km': 40.0}"
2022-07-11T04:54:32Z,2022-07-12T10:56:37Z,02fbea4208651309cc2ea45e413fc1ce,loitering,"{'lat': 25.4771, 'lon': 56.8475}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['ACAP', 'IWC', 'IOTC', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.84298, 25.363893333333333, 56.85203833333333, 25.590378333333334]","{'start_distance_from_shore_km': 47.0, 'end_distance_from_shore_km': 49.0, 'start_distance_from_port_km': 24.139721, 'end_distance_from_port_km': 20.541475}","{'id': '3c81b7a7c-c3f3-5d02-cb56-ad8e2433dbdb', 'name': 'KATE', 'ssvid': '538004299', 'flag': 'MHL', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'aus-porthedland', 'flag': 'AUS', 'name': None, 'portVisitEventId': 'b036dbd71217b6934673239f0d8cd500'}}","{'total_time_hours': 30.034750000000003, 'total_distance_km': 36.70137790146816, 'average_speed_knots': 0.6598076792414546, 'average_distance_from_shore_km': 47.898384764945}"
2022-07-12T12:57:23Z,2022-07-13T11:59:43Z,5efc6887ea99741ad19a0452cfbc7c21,loitering,"{'lat': 25.4909, 'lon': 56.9619}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IWC', 'RECOFI', 'ACAP', 'IOTC'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.94151333333333, 25.435523333333332, 56.982225, 25.546336666666665]","{'start_distance_from_shore_km': 54.0, 'end_distance_from_shore_km': 42.0, 'start_distance_from_port_km': 34.434531, 'end_distance_from_port_km': 34.26957}","{'id': '3c81b7a7c-c3f3-5d02-cb56-ad8e2433dbdb', 'name': 'KATE', 'ssvid': '538004299', 'flag': 'MHL', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'aus-porthedland', 'flag': 'AUS', 'name': None, 'portVisitEventId': 'b036dbd71217b6934673239f0d8cd500'}}","{'total_time_hours': 23.03888333333333, 'total_distance_km': 25.602134628256216, 'average_speed_knots': 0.6000311115563175, 'average_distance_from_shore_km': 45.629537352528686}"
2022-07-16T12:58:05Z,2022-07-16T23:59:20Z,ca95cec15abb61fc536cb39a0b777bda,loitering,"{'lat': 25.47, 'lon': 56.7328}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IOTC', 'IWC', 'ACAP', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.74588333333333, 25.37395, 56.71965, 25.566033333333333]","{'start_distance_from_shore_km': 38.0, 'end_distance_from_shore_km': 36.0, 'start_distance_from_port_km': 15.070688, 'end_distance_from_port_km': 9.684292}","{'id': '4e5c4097f-f66e-b6d4-d8a1-eacf3b04698b', 'name': 'MERMAID', 'ssvid': '341269000', 'flag': 'KNA', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-fujairah', 'flag': 'ARE', 'name': 'FUJAIRAH', 'portVisitEventId': '0411369926a50599bc48085f8b20cb74'}}","{'total_time_hours': 11.021047222222226, 'total_distance_km': 21.897575048764768, 'average_speed_knots': 1.0728331335811803, 'average_distance_from_shore_km': 37.629546295659466}"
2022-07-21T16:18:41Z,2022-07-23T17:56:05Z,87fd4aa842e5c26e67accc6702412662,loitering,"{'lat': 26.1064, 'lon': 55.6609}","{'mpa': [], 'eez': ['48947'], 'rfmo': ['IOTC', 'IWC', 'RECOFI', 'ACAP'], 'fao': ['51', '51.2'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[55.575325, 25.97830666666667, 55.74644166666667, 26.234426666666668]","{'start_distance_from_shore_km': 36.0, 'end_distance_from_shore_km': 38.0, 'start_distance_from_port_km': 24.620843999999998, 'end_distance_from_port_km': 23.311078000000002}","{'id': '0d4c037f2-2d17-92f0-3379-19d2d4dbe439', 'name': 'KRAKUS', 'ssvid': '374390000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-khorfakkan', 'flag': 'ARE', 'name': 'KHOR FAKKAN', 'portVisitEventId': '3bef404222f8a6dfa01e3582dd5d010a'}}","{'total_time_hours': 49.62323611111114, 'total_distance_km': 32.96144718668761, 'average_speed_knots': 0.35865773889368324, 'average_distance_from_shore_km': 37.452897991971135}"
2022-08-02T21:55:39Z,2022-08-02T23:52:29Z,b82f94edbda4ef48fff5e2d1b30b96af,loitering,"{'lat': 25.7798, 'lon': 56.839}","{'mpa': [], 'eez': ['8354'], 'rfmo': ['IWC', 'RECOFI', 'IOTC', 'ACAP'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.83920833333333, 25.788063333333334, 56.838748333333335, 25.77161]","{'start_distance_from_shore_km': 41.0, 'end_distance_from_shore_km': 42.0, 'start_distance_from_port_km': 22.430958999999998, 'end_distance_from_port_km': 21.184893}","{'id': '938bed9d1-1031-cf15-a69e-8f032ceab76c', 'name': 'RED RUBY', 'ssvid': '355311000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-fujairah', 'flag': 'ARE', 'name': 'FUJAIRAH', 'portVisitEventId': '8a1f9342724466444e1e33d20a06580b'}}","{'total_time_hours': 1.9473861111111106, 'total_distance_km': 1.8323651618874282, 'average_speed_knots': 0.5080646462102213, 'average_distance_from_shore_km': 41.78125378992515}"
2022-08-03T06:56:11Z,2022-08-04T12:59:50Z,40839f1d4cd8f5fe285f41e9ba5f62f7,loitering,"{'lat': 25.4398, 'lon': 56.7984}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IWC', 'RECOFI', 'ACAP', 'IOTC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.89924333333333, 25.303736666666666, 56.69762166666667, 25.575815]","{'start_distance_from_shore_km': 53.0, 'end_distance_from_shore_km': 34.0, 'start_distance_from_port_km': 31.138615, 'end_distance_from_port_km': 7.486553}","{'id': 'bcf8ef2fc-cbd9-52b2-2c12-f69861c7f634', 'name': 'DREAM CATCHER', 'ssvid': '636016987', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': None, 'flag': None, 'name': None, 'portVisitEventId': None}}","{'total_time_hours': 30.060630555555562, 'total_distance_km': 44.432407062333176, 'average_speed_knots': 0.798106361837011, 'average_distance_from_shore_km': 44.18234266750015}"
2022-08-04T14:59:11Z,2022-08-05T15:58:13Z,62b3d9bfb5beec97b2c330261efb3dcc,loitering,"{'lat': 25.4779, 'lon': 56.7708}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['ACAP', 'IWC', 'RECOFI', 'IOTC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.81987, 25.366998333333335, 56.72168833333333, 25.58879]","{'start_distance_from_shore_km': 45.0, 'end_distance_from_shore_km': 37.0, 'start_distance_from_port_km': 22.103676, 'end_distance_from_port_km': 8.309552}","{'id': 'bcf8ef2fc-cbd9-52b2-2c12-f69861c7f634', 'name': 'DREAM CATCHER', 'ssvid': '636016987', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': None, 'flag': None, 'name': None, 'portVisitEventId': None}}","{'total_time_hours': 24.984061111111107, 'total_distance_km': 31.972283809948394, 'average_speed_knots': 0.6909866289720725, 'average_distance_from_shore_km': 42.16039871194722}"
2022-08-07T09:59:43Z,2022-08-08T07:59:10Z,ef81e8cfaf5f9de734ad2e4e38a4ea0a,loitering,"{'lat': 25.4697, 'lon': 56.8651}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['ACAP', 'IOTC', 'IWC', 'RECOFI'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.89879333333333, 25.358731666666667, 56.83139333333333, 25.58062]","{'start_distance_from_shore_km': 53.0, 'end_distance_from_shore_km': 47.0, 'start_distance_from_port_km': 30.163123, 'end_distance_from_port_km': 18.886375}","{'id': 'bcf8ef2fc-cbd9-52b2-2c12-f69861c7f634', 'name': 'DREAM CATCHER', 'ssvid': '636016987', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': None, 'flag': None, 'name': None, 'portVisitEventId': None}}","{'total_time_hours': 21.99100833333333, 'total_distance_km': 27.201021824108988, 'average_speed_knots': 0.6678810071938613, 'average_distance_from_shore_km': 48.24057500225034}"
2022-08-08T23:58:58Z,2022-08-09T04:57:50Z,4dcc54635d18f782d8dfa812ad967719,loitering,"{'lat': 25.473, 'lon': 56.8249}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IWC', 'RECOFI', 'ACAP', 'IOTC'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.856765, 25.440851666666667, 56.792985, 25.505055]","{'start_distance_from_shore_km': 50.0, 'end_distance_from_shore_km': 43.0, 'start_distance_from_port_km': 26.487809000000002, 'end_distance_from_port_km': 19.371135}","{'id': 'bcf8ef2fc-cbd9-52b2-2c12-f69861c7f634', 'name': 'DREAM CATCHER', 'ssvid': '636016987', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': None, 'flag': None, 'name': None, 'portVisitEventId': None}}","{'total_time_hours': 4.9809972222222205, 'total_distance_km': 9.861208727450503, 'average_speed_knots': 1.0689880971883639, 'average_distance_from_shore_km': 45.93737129641546}"
2022-08-09T02:58:16Z,2022-08-09T11:59:47Z,1c1ad47d80a95aaf10d2759c9005b041,loitering,"{'lat': 25.526, 'lon': 56.8989}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IOTC', 'IWC', 'RECOFI', 'ACAP'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.89514666666667, 25.449193333333334, 56.90269333333333, 25.602899999999998]","{'start_distance_from_shore_km': 53.0, 'end_distance_from_shore_km': 46.0, 'start_distance_from_port_km': 30.63634, 'end_distance_from_port_km': 25.287641}","{'id': '84246e978-8b56-57d6-a4cc-5575d66beb65', 'name': 'NORD SUNDA', 'ssvid': '563093300', 'flag': 'SGP', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-ruwais', 'flag': 'ARE', 'name': 'RUWAIS', 'portVisitEventId': '9aebbbd7d37bb7a8703173c18cb329d9'}}","{'total_time_hours': 9.025100000000004, 'total_distance_km': 19.485363211609094, 'average_speed_knots': 1.1657770477794367, 'average_distance_from_shore_km': 50.005351229334806}"
2022-08-09T12:57:13Z,2022-08-09T21:54:35Z,e30e0e7c8f890dde6e78d20286a2df12,loitering,"{'lat': 25.5843, 'lon': 56.8362}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['ACAP', 'IWC', 'RECOFI', 'IOTC'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.8848, 25.591963333333332, 56.787565, 25.576688333333333]","{'start_distance_from_shore_km': 48.0, 'end_distance_from_shore_km': 43.0, 'start_distance_from_port_km': 23.48727, 'end_distance_from_port_km': 15.099345999999999}","{'id': '84246e978-8b56-57d6-a4cc-5575d66beb65', 'name': 'NORD SUNDA', 'ssvid': '563093300', 'flag': 'SGP', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-ruwais', 'flag': 'ARE', 'name': 'RUWAIS', 'portVisitEventId': '9aebbbd7d37bb7a8703173c18cb329d9'}}","{'total_time_hours': 8.95638611111111, 'total_distance_km': 13.721354323786207, 'average_speed_knots': 0.8272241200682039, 'average_distance_from_shore_km': 47.285491686160924}"
2022-08-10T13:58:42Z,2022-08-11T11:59:46Z,d655dcfde7562d4dad9f8b82f4973c5c,loitering,"{'lat': 25.4021, 'lon': 56.9112}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IWC', 'IOTC', 'ACAP', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.9763, 25.316916666666668, 56.84605, 25.48735]","{'start_distance_from_shore_km': 60.0, 'end_distance_from_shore_km': 49.0, 'start_distance_from_port_km': 38.58957, 'end_distance_from_port_km': 25.393814}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 22.01781111111111, 'total_distance_km': 38.56931344991023, 'average_speed_knots': 0.9458598357847579, 'average_distance_from_shore_km': 54.766328700222225}"
2022-08-11T13:58:35Z,2022-08-11T15:59:56Z,51d18fbe4e427a4630066e27f1ab1c5a,loitering,"{'lat': 25.4796, 'lon': 56.9857}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['RECOFI', 'IWC', 'IOTC', 'ACAP'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.97976666666667, 25.46395, 56.99165, 25.495316666666668]","{'start_distance_from_shore_km': 49.0, 'end_distance_from_shore_km': 45.0, 'start_distance_from_port_km': 38.123781, 'end_distance_from_port_km': 37.041863}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 2.0223638888888886, 'total_distance_km': 3.6861987984511186, 'average_speed_knots': 0.9841889142945182, 'average_distance_from_shore_km': 47.11912439935932}"
2022-08-13T06:58:26Z,2022-08-13T16:57:27Z,a04a55b8b2d62810ad678ce9ff50f7bc,loitering,"{'lat': 25.4551, 'lon': 56.9383}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IWC', 'IOTC', 'RECOFI', 'ACAP'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.9925, 25.396533333333334, 56.884083333333336, 25.51365]","{'start_distance_from_shore_km': 54.0, 'end_distance_from_shore_km': 51.0, 'start_distance_from_port_km': 39.174047, 'end_distance_from_port_km': 26.6509}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 9.983827777777782, 'total_distance_km': 21.44432909045729, 'average_speed_knots': 1.1597767555354586, 'average_distance_from_shore_km': 54.278112335352695}"
2022-08-13T18:58:45Z,2022-08-14T05:58:05Z,90552f70e0dde3e04b8651a3262b87db,loitering,"{'lat': 25.4421, 'lon': 57.0058}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['RECOFI', 'IWC', 'IOTC', 'ACAP'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[57.0047, 25.403316666666665, 57.00683333333333, 25.480966666666667]","{'start_distance_from_shore_km': 53.0, 'end_distance_from_shore_km': 46.0, 'start_distance_from_port_km': 40.178504000000004, 'end_distance_from_port_km': 39.779672}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 10.988888888888885, 'total_distance_km': 10.532798258662025, 'average_speed_knots': 0.5175460537181036, 'average_distance_from_shore_km': 47.93152684748846}"
2022-08-14T06:57:45Z,2022-08-15T05:59:06Z,2ac3942a504d3073d4ae0d03e246eeaf,loitering,"{'lat': 25.4845, 'lon': 56.9397}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['RECOFI', 'IWC', 'ACAP', 'IOTC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.9865, 25.461333333333332, 56.8929, 25.5076]","{'start_distance_from_shore_km': 49.0, 'end_distance_from_shore_km': 51.0, 'start_distance_from_port_km': 38.998195, 'end_distance_from_port_km': 27.523752}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 23.02260833333333, 'total_distance_km': 26.743563607701116, 'average_speed_knots': 0.6272255910170523, 'average_distance_from_shore_km': 50.055773982484126}"
2022-08-15T07:59:44Z,2022-08-15T16:58:14Z,a0ce5f80b7c77502446748f7ba332995,loitering,"{'lat': 25.5144, 'lon': 56.9664}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IOTC', 'IWC', 'RECOFI', 'ACAP'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.971466666666664, 25.480366666666665, 56.96125, 25.54843333333333]","{'start_distance_from_shore_km': 48.0, 'end_distance_from_shore_km': 44.0, 'start_distance_from_port_km': 36.175902, 'end_distance_from_port_km': 32.336762}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 8.975227777777782, 'total_distance_km': 13.687174957013625, 'average_speed_knots': 0.8234312734019716, 'average_distance_from_shore_km': 46.14334816050184}"
2022-08-15T17:58:45Z,2022-08-16T15:59:06Z,3a49c50d2081db5b566337c35b88a785,loitering,"{'lat': 25.5228, 'lon': 56.8455}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IWC', 'ACAP', 'IOTC', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.95245, 25.484466666666666, 56.738550000000004, 25.561233333333334]","{'start_distance_from_shore_km': 50.0, 'end_distance_from_shore_km': 38.0, 'start_distance_from_port_km': 34.40798, 'end_distance_from_port_km': 11.918258}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 22.00561666666666, 'total_distance_km': 28.040235576680498, 'average_speed_knots': 0.6880296153238088, 'average_distance_from_shore_km': 46.07521905685422}"
2022-08-16T18:59:54Z,2022-08-17T06:57:04Z,5d18a9ea979a1c7c731946f6c3431e9f,loitering,"{'lat': 25.4851, 'lon': 56.9232}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['RECOFI', 'ACAP', 'IOTC', 'IWC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.933, 25.467916666666667, 56.913383333333336, 25.50225]","{'start_distance_from_shore_km': 52.0, 'end_distance_from_shore_km': 51.0, 'start_distance_from_port_km': 33.250082, 'end_distance_from_port_km': 29.81835}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 11.952716666666667, 'total_distance_km': 8.558415434967415, 'average_speed_knots': 0.3866212819884292, 'average_distance_from_shore_km': 50.12515501576961}"
2022-08-17T07:58:24Z,2022-08-17T13:59:56Z,e06c8369b476d0a192b1ad205e6498d1,loitering,"{'lat': 25.5419, 'lon': 56.9378}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IOTC', 'IWC', 'ACAP', 'RECOFI'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.91786666666667, 25.518516666666667, 56.95766666666667, 25.56523333333333]","{'start_distance_from_shore_km': 49.0, 'end_distance_from_shore_km': 42.0, 'start_distance_from_port_km': 29.715154, 'end_distance_from_port_km': 31.794412}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 6.0255527777777775, 'total_distance_km': 10.019500458186842, 'average_speed_knots': 0.8978591075624048, 'average_distance_from_shore_km': 45.67154867897412}"
2022-08-17T14:58:06Z,2022-08-18T20:57:53Z,1c90cb6ec87948d384470e0ede306410,loitering,"{'lat': 25.5006, 'lon': 56.8781}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['RECOFI', 'ACAP', 'IOTC', 'IWC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.992733333333334, 25.48365, 56.763416666666664, 25.51745]","{'start_distance_from_shore_km': 47.0, 'end_distance_from_shore_km': 40.0, 'start_distance_from_port_km': 37.967535000000005, 'end_distance_from_port_km': 16.472268}","{'id': '9a8c8bf3a-a27b-3836-db86-bd840a25ff16', 'name': 'ORIENT ANGEL', 'ssvid': '372897000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'zaf-saldanhabay', 'flag': 'ZAF', 'name': 'SALDANHA BAY', 'portVisitEventId': 'ee6bcb6eb269e4a54fe16f13912c7937'}}","{'total_time_hours': 29.996391666666653, 'total_distance_km': 27.296669819007434, 'average_speed_knots': 0.4913598523530497, 'average_distance_from_shore_km': 48.164318036820674}"
2022-08-17T15:57:12Z,2022-08-18T09:56:37Z,ea77390b2045a57cf79ff44cb64afbc3,loitering,"{'lat': 25.76, 'lon': 56.9015}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['ACAP', 'IOTC', 'RECOFI', 'IWC'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.903059999999996, 25.754211666666667, 56.9, 25.765735]","{'start_distance_from_shore_km': 40.0, 'end_distance_from_shore_km': 39.0, 'start_distance_from_port_km': 25.63757, 'end_distance_from_port_km': 26.489605}","{'id': '36cee5af2-24e4-6e31-5f5a-6ad83e517f3d', 'name': 'BONANZA 10', 'ssvid': '373224000', 'flag': 'PAN', 'type': 'bunker', 'public_authorizations': [], 'nextPort': {'id': 'are-khorfakkan', 'flag': 'ARE', 'name': 'KHOR FAKKAN', 'portVisitEventId': '549c7e7a36e824222cdf3cb173d7b3df'}}","{'total_time_hours': 17.99041944444445, 'total_distance_km': 3.1490831300689646, 'average_speed_knots': 0.09451524273679271, 'average_distance_from_shore_km': 39.031689609197905}"
