start,end,id,type,position,regions,bounding_box,distances,vessel,loitering
2022-03-18T09:51:50Z,2022-03-18T19:54:50Z,678172334cedd625e53d65c00dd60805,loitering,"{'lat': 25.5446, 'lon': 56.9553}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['RECOFI', 'IOTC', 'ACAP', 'IWC'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.95420333333333, 25.54324, 56.95641833333333, 25.545976666666668]","{'start_distance_from_shore_km': 45.0, 'end_distance_from_shore_km': 44.0, 'start_distance_from_port_km': 31.708199, 'end_distance_from_port_km': 32.336762}","{'id': '11cde3c89-9830-9e99-1100-d99499a45695', 'name': 'GIORGOS B', 'ssvid': '538004056', 'flag': 'MHL', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-khalifa', 'flag': 'ARE', 'name': 'KHALIFA', 'portVisitEventId': '29348cb8386e5b080501046489b151e4'}}","{'total_time_hours': 10.050002777777777, 'total_distance_km': 1.9997368553993151, 'average_speed_knots': 0.1074399225621677, 'average_distance_from_shore_km': 44.62375940560922}"
2022-03-25T13:57:42Z,2022-03-27T18:59:58Z,569d02180462067be403248ecc72dba7,loitering,"{'lat': 25.4385, 'lon': 56.7882}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IWC', 'IOTC', 'RECOFI', 'ACAP'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.78567, 25.438463333333335, 56.790715, 25.438443333333332]","{'start_distance_from_shore_km': 43.0, 'end_distance_from_shore_km': 43.0, 'start_distance_from_port_km': 19.593148, 'end_distance_from_port_km': 19.593148}","{'id': 'd34fbca92-25d3-ad14-0718-654aa6e2de13', 'name': 'KYALAMI', 'ssvid': '636017895', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-khorfakkan', 'flag': 'ARE', 'name': 'KHOR FAKKAN', 'portVisitEventId': '9cbcb58bb29db22d9c994e3c3ca9e37b'}}","{'total_time_hours': 53.03791666666665, 'total_distance_km': 4.644930623246727, 'average_speed_knots': 0.047288092165546435, 'average_distance_from_shore_km': 42.72227484949117}"
2022-03-27T20:20:11Z,2022-03-28T11:59:53Z,efd9b9fe36f428346351e330efdb5ed4,loitering,"{'lat': 25.5571, 'lon': 56.8592}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IOTC', 'ACAP', 'IWC', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.857398333333336, 25.556755, 56.86096666666667, 25.557485]","{'start_distance_from_shore_km': 49.0, 'end_distance_from_shore_km': 49.0, 'start_distance_from_port_km': 22.451904, 'end_distance_from_port_km': 22.451904}","{'id': 'd34fbca92-25d3-ad14-0718-654aa6e2de13', 'name': 'KYALAMI', 'ssvid': '636017895', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-khorfakkan', 'flag': 'ARE', 'name': 'KHOR FAKKAN', 'portVisitEventId': '9cbcb58bb29db22d9c994e3c3ca9e37b'}}","{'total_time_hours': 15.661580555555556, 'total_distance_km': 1.214056986419994, 'average_speed_knots': 0.04185646060913646, 'average_distance_from_shore_km': 48.999999999999986}"
2022-03-28T13:54:00Z,2022-04-02T02:53:59Z,5b7180f0e74627c83875bf915e8b3854,loitering,"{'lat': 25.7117, 'lon': 56.9114}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IOTC', 'RECOFI', 'IWC', 'ACAP'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.91070666666667, 25.712055, 56.91202333333333, 25.71135]","{'start_distance_from_shore_km': 40.0, 'end_distance_from_shore_km': 40.0, 'start_distance_from_port_km': 25.442687999999997, 'end_distance_from_port_km': 25.442687999999997}","{'id': 'd34fbca92-25d3-ad14-0718-654aa6e2de13', 'name': 'KYALAMI', 'ssvid': '636017895', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-khorfakkan', 'flag': 'ARE', 'name': 'KHOR FAKKAN', 'portVisitEventId': '9cbcb58bb29db22d9c994e3c3ca9e37b'}}","{'total_time_hours': 108.99990277777779, 'total_distance_km': 9.517153627386971, 'average_speed_knots': 0.04714547187365556, 'average_distance_from_shore_km': 39.99999999999999}"
2022-03-30T22:59:39Z,2022-03-31T03:57:13Z,16501c6852d35f1631f50031483a8779,loitering,"{'lat': 25.4437, 'lon': 56.7946}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['RECOFI', 'IOTC', 'ACAP', 'IWC'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.796526666666665, 25.43471, 56.792633333333335, 25.45259666666667]","{'start_distance_from_shore_km': 44.0, 'end_distance_from_shore_km': 43.0, 'start_distance_from_port_km': 20.361871, 'end_distance_from_port_km': 19.874333999999998}","{'id': '14fda18f0-026d-4ac9-2f92-900e32950ca1', 'name': 'SOTIRIA', 'ssvid': '636016468', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'egy-suezsouthanchorage', 'flag': 'EGY', 'name': 'SUEZ SOUTH ANCHORAGE', 'portVisitEventId': '5bccff0ad374525ea052820941e00050'}}","{'total_time_hours': 4.959274999999999, 'total_distance_km': 1.9837634465401157, 'average_speed_knots': 0.21598854054395253, 'average_distance_from_shore_km': 43.710855317975906}"
2022-04-03T00:56:32Z,2022-04-03T12:59:06Z,fe4e427b5855bed0a658e99c3527a30d,loitering,"{'lat': 25.5837, 'lon': 56.9583}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IWC', 'RECOFI', 'IOTC', 'ACAP'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.95518666666667, 25.60339, 56.96136, 25.564001666666666]","{'start_distance_from_shore_km': 40.0, 'end_distance_from_shore_km': 43.0, 'start_distance_from_port_km': 31.065852, 'end_distance_from_port_km': 32.047451}","{'id': 'eccafb5f0-0df9-b477-0e9b-d77f4b259fdc', 'name': 'PERLITA', 'ssvid': '312518000', 'flag': 'BLZ', 'type': 'bunker', 'public_authorizations': [], 'nextPort': {'id': 'ind-hazira', 'flag': 'IND', 'name': None, 'portVisitEventId': '0a4cf62f9692346271286801da388db0'}}","{'total_time_hours': 12.04293333333333, 'total_distance_km': 7.898956979966486, 'average_speed_knots': 0.3541575331760518, 'average_distance_from_shore_km': 40.04291360279938}"
2022-04-04T12:58:54Z,2022-04-05T20:59:47Z,08e7d9ae0a6b405e1b3e30af2ebac338,loitering,"{'lat': 25.7408, 'lon': 56.889}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IOTC', 'IWC', 'ACAP', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.889383333333335, 25.738911666666667, 56.888553333333334, 25.74273]","{'start_distance_from_shore_km': 41.0, 'end_distance_from_shore_km': 41.0, 'start_distance_from_port_km': 24.32298, 'end_distance_from_port_km': 24.32298}","{'id': 'd34fbca92-25d3-ad14-0718-654aa6e2de13', 'name': 'KYALAMI', 'ssvid': '636017895', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-fujairah', 'flag': 'ARE', 'name': 'FUJAIRAH', 'portVisitEventId': '26665a2ba8eb19e151eb47012fc2c792'}}","{'total_time_hours': 32.01483888888892, 'total_distance_km': 2.0231543912526915, 'average_speed_knots': 0.034122176337965195, 'average_distance_from_shore_km': 40.99999999999996}"
2022-05-15T10:56:18Z,2022-05-15T19:59:09Z,c9d9cc1c4276d8a979e8b7639d113aa6,loitering,"{'lat': 25.4653, 'lon': 56.7908}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IOTC', 'IWC', 'RECOFI', 'ACAP'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.798831666666665, 25.433463333333332, 56.78270833333333, 25.497131666666668]","{'start_distance_from_shore_km': 44.0, 'end_distance_from_shore_km': 42.0, 'start_distance_from_port_km': 20.361871, 'end_distance_from_port_km': 19.467953}","{'id': 'ead312661-1a81-3a30-a458-9efcc9ddf981', 'name': 'ELPIDA', 'ssvid': '249975000', 'flag': 'MLT', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'omn-hassa', 'flag': 'OMN', 'name': None, 'portVisitEventId': 'c8a2b56ec6f68710abaf9397e489f38f'}}","{'total_time_hours': 9.047500000000005, 'total_distance_km': 9.304035713133814, 'average_speed_knots': 0.5552669116221746, 'average_distance_from_shore_km': 41.60196948342421}"
2022-05-16T23:56:02Z,2022-05-17T08:57:51Z,95296c65589c591d12070ebaccefed7b,loitering,"{'lat': 25.5449, 'lon': 56.9219}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IWC', 'IOTC', 'ACAP', 'RECOFI'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.92125, 25.609881666666666, 56.92250666666666, 25.479838333333333]","{'start_distance_from_shore_km': 43.0, 'end_distance_from_shore_km': 52.0, 'start_distance_from_port_km': 26.904205, 'end_distance_from_port_km': 31.80918}","{'id': 'b16b60a52-261f-a253-b6d6-d4106b12d6c4', 'name': 'KEREM BEY', 'ssvid': '352310000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-fujairah', 'flag': 'ARE', 'name': 'FUJAIRAH', 'portVisitEventId': '6e4d6f9f34971eb8965a0d560d052a74'}}","{'total_time_hours': 9.030413888888893, 'total_distance_km': 15.359866604037279, 'average_speed_knots': 0.9184146568549747, 'average_distance_from_shore_km': 47.77545800139364}"
2022-05-19T02:57:51Z,2022-05-19T03:58:29Z,429fe87689f9868b5d4ad7ed1f609512,loitering,"{'lat': 25.7634, 'lon': 56.8159}","{'mpa': [], 'eez': ['8354'], 'rfmo': ['IWC', 'ACAP', 'RECOFI', 'IOTC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.81244, 25.76925333333333, 56.81941, 25.757525]","{'start_distance_from_shore_km': 41.0, 'end_distance_from_shore_km': 42.0, 'start_distance_from_port_km': 18.693482, 'end_distance_from_port_km': 18.896729999999998}","{'id': '372f07e7b-bd83-d235-6e8f-7162b8bfd9f8', 'name': 'MT AARVI', 'ssvid': '626192000', 'flag': 'GAB', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-khorfakkan', 'flag': 'ARE', 'name': 'KHOR FAKKAN', 'portVisitEventId': 'dd9d6c4df38fec851ee8f9ae5708bba1'}}","{'total_time_hours': 1.0105250000000001, 'total_distance_km': 2.112475893032688, 'average_speed_knots': 1.128765473965716, 'average_distance_from_shore_km': 41.959693247649504}"
2022-05-19T04:59:20Z,2022-05-19T19:58:42Z,0a9921f5e16c7347caf299dcf43c2e0b,loitering,"{'lat': 25.7811, 'lon': 56.8615}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['RECOFI', 'IWC', 'ACAP', 'IOTC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.82510166666667, 25.705055, 56.89787666666667, 25.857166666666668]","{'start_distance_from_shore_km': 45.0, 'end_distance_from_shore_km': 34.0, 'start_distance_from_port_km': 17.605705, 'end_distance_from_port_km': 31.999521}","{'id': '372f07e7b-bd83-d235-6e8f-7162b8bfd9f8', 'name': 'MT AARVI', 'ssvid': '626192000', 'flag': 'GAB', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-khorfakkan', 'flag': 'ARE', 'name': 'KHOR FAKKAN', 'portVisitEventId': 'dd9d6c4df38fec851ee8f9ae5708bba1'}}","{'total_time_hours': 14.989383333333329, 'total_distance_km': 21.490067999881425, 'average_speed_knots': 0.7741284724807743, 'average_distance_from_shore_km': 42.28738925240774}"
2022-05-21T07:58:01Z,2022-05-21T11:58:30Z,9d779c600bd053431f18a0872ca31fc3,loitering,"{'lat': 25.6904, 'lon': 56.7553}","{'mpa': [], 'eez': ['8354'], 'rfmo': ['ACAP', 'IWC', 'RECOFI', 'IOTC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.74535, 25.695176666666665, 56.76517, 25.685583333333334]","{'start_distance_from_shore_km': 40.0, 'end_distance_from_shore_km': 42.0, 'start_distance_from_port_km': 9.615866, 'end_distance_from_port_km': 11.245415000000001}","{'id': 'ac6b8c0d2-2bf6-a0c1-2576-79309b216b9f', 'name': 'YM WELCOME', 'ssvid': '477430100', 'flag': 'HKG', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'omn-sohar', 'flag': 'OMN', 'name': None, 'portVisitEventId': 'eec3b05ad0592e020efec7b22a8ce98a'}}","{'total_time_hours': 4.007994444444445, 'total_distance_km': 6.171508460643874, 'average_speed_knots': 0.8314252993858932, 'average_distance_from_shore_km': 41.33762235808244}"
2022-05-31T00:58:29Z,2022-05-31T08:58:24Z,280b9adcba08579b68f3b2cfd990d2a2,loitering,"{'lat': 25.7001, 'lon': 56.921}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IOTC', 'ACAP', 'RECOFI', 'IWC'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.91578833333333, 25.695306666666667, 56.92612833333333, 25.704875]","{'start_distance_from_shore_km': 39.0, 'end_distance_from_shore_km': 38.0, 'start_distance_from_port_km': 26.266713, 'end_distance_from_port_km': 27.260973000000003}","{'id': '8f6e2cdb5-5f06-5ba9-a9f2-e5c8071e8a04', 'name': 'ALI M', 'ssvid': '518100369', 'flag': 'COK', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'tha-laemchabang', 'flag': 'THA', 'name': None, 'portVisitEventId': '0e104b6d40eaad0673e81ad06678c25a'}}","{'total_time_hours': 7.9988027777777795, 'total_distance_km': 1.7835447618091729, 'average_speed_knots': 0.12039765889492665, 'average_distance_from_shore_km': 38.192911810963174}"
2022-05-31T12:55:23Z,2022-06-01T08:34:16Z,efdd4e34b5d9fc3122a4db9c89127337,loitering,"{'lat': 25.453, 'lon': 56.9357}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IWC', 'ACAP', 'RECOFI', 'IOTC'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.97356666666666, 25.37365, 56.89788333333333, 25.532433333333334]","{'start_distance_from_shore_km': 57.0, 'end_distance_from_shore_km': 50.0, 'start_distance_from_port_km': 37.174355000000006, 'end_distance_from_port_km': 27.428956999999997}","{'id': '7c33909c3-3a79-83e7-ecca-ba04fb616458', 'name': 'ELEGANT ACE', 'ssvid': '352980796', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-jebelali', 'flag': 'ARE', 'name': 'JEBEL ALI', 'portVisitEventId': '132374279fd91ff8476b14c6b52935dd'}}","{'total_time_hours': 19.64831666666667, 'total_distance_km': 20.752451343635876, 'average_speed_knots': 0.5702996079246854, 'average_distance_from_shore_km': 51.55519608575355}"
2022-06-01T10:31:46Z,2022-06-03T03:58:02Z,60dc5f5b709477f7be2eb6ee1bcac4ec,loitering,"{'lat': 25.4063, 'lon': 56.8667}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IOTC', 'IWC', 'RECOFI', 'ACAP'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.94845, 25.3786, 56.784933333333335, 25.434033333333332]","{'start_distance_from_shore_km': 56.0, 'end_distance_from_shore_km': 42.0, 'start_distance_from_port_km': 35.162023, 'end_distance_from_port_km': 18.383281}","{'id': '7c33909c3-3a79-83e7-ecca-ba04fb616458', 'name': 'ELEGANT ACE', 'ssvid': '352980796', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-jebelali', 'flag': 'ARE', 'name': 'JEBEL ALI', 'portVisitEventId': '132374279fd91ff8476b14c6b52935dd'}}","{'total_time_hours': 41.437863888888884, 'total_distance_km': 46.95400802846787, 'average_speed_knots': 0.6118350152524165, 'average_distance_from_shore_km': 45.08709520568449}"
2022-06-05T11:59:16Z,2022-06-05T14:57:39Z,03b370eccdea0d24f2ee40f15b0dc6fe,loitering,"{'lat': 26.0605, 'lon': 55.659}","{'mpa': [], 'eez': ['48947'], 'rfmo': ['ACAP', 'IWC', 'RECOFI', 'IOTC'], 'fao': ['51', '51.2'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[55.68628833333333, 26.083478333333332, 55.63180166666667, 26.037568333333333]","{'start_distance_from_shore_km': 38.0, 'end_distance_from_shore_km': 38.0, 'start_distance_from_port_km': 14.126370000000001, 'end_distance_from_port_km': 19.015729999999998}","{'id': 'e53ccac8a-a117-28f5-1faf-86e2982d943b', 'name': 'OOCL ASIA', 'ssvid': '477105600', 'flag': 'HKG', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-jebelali', 'flag': 'ARE', 'name': 'JEBEL ALI', 'portVisitEventId': '93ff96148078cf3a304c9ee0d0b3c71c'}}","{'total_time_hours': 2.9730527777777773, 'total_distance_km': 7.435787144882771, 'average_speed_knots': 1.3504650465469021, 'average_distance_from_shore_km': 38.31080529531153}"
2022-06-05T12:43:44Z,2022-06-05T23:59:33Z,51ed916129792851867d2dd810f76461,loitering,"{'lat': 25.4473, 'lon': 56.7392}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IOTC', 'IWC', 'ACAP', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.76790333333334, 25.38418, 56.710588333333334, 25.510348333333333]","{'start_distance_from_shore_km': 40.0, 'end_distance_from_shore_km': 35.0, 'start_distance_from_port_km': 17.078699, 'end_distance_from_port_km': 14.637812}","{'id': 'cc61d66e1-1bb0-5137-262e-65ff69b10e71', 'name': 'APNOIA', 'ssvid': '215282000', 'flag': 'MLT', 'type': 'bunker', 'public_authorizations': [], 'nextPort': {'id': 'are-khorfakkan', 'flag': 'ARE', 'name': 'KHOR FAKKAN', 'portVisitEventId': '2f5753d7e0664d5224051f345ac2dd1e'}}","{'total_time_hours': 11.263611111111114, 'total_distance_km': 15.417703608511303, 'average_speed_knots': 0.739096358615165, 'average_distance_from_shore_km': 37.663127856641914}"
2022-06-09T19:57:28Z,2022-06-24T10:56:26Z,6a1afdad1963189d67a3703a7faf65ff,loitering,"{'lat': 25.6682, 'lon': 56.8874}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IOTC', 'ACAP', 'IWC', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.88591, 25.66203, 56.88894, 25.674408333333332]","{'start_distance_from_shore_km': 44.0, 'end_distance_from_shore_km': 43.0, 'start_distance_from_port_km': 23.078465, 'end_distance_from_port_km': 23.050695}","{'id': 'c880f29dd-d866-fe78-99ac-64fe90a7081c', 'name': 'NAMMA EXPRESS', 'ssvid': '626204000', 'flag': 'GAB', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': None, 'flag': None, 'name': None, 'portVisitEventId': None}}","{'total_time_hours': 350.9827111111112, 'total_distance_km': 21.853229479676262, 'average_speed_knots': 0.03361931958892099, 'average_distance_from_shore_km': 41.00280014159027}"
2022-06-10T15:59:28Z,2022-06-11T04:59:30Z,1ef062cba3b78c6536616ff1885bed3e,loitering,"{'lat': 25.4327, 'lon': 56.8081}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IWC', 'ACAP', 'RECOFI', 'IOTC'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.86188, 25.32089, 56.75427833333333, 25.544423333333334]","{'start_distance_from_shore_km': 49.0, 'end_distance_from_shore_km': 39.0, 'start_distance_from_port_km': 26.712903999999998, 'end_distance_from_port_km': 14.168108}","{'id': 'b6c944e78-8c1c-7ec6-0a29-69c78d39678e', 'name': 'XIANG TIGER', 'ssvid': '538007117', 'flag': 'MHL', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'omn-sohar', 'flag': 'OMN', 'name': None, 'portVisitEventId': '9e8001e3df6c9264be4e0be20740edb3'}}","{'total_time_hours': 13.000486111111108, 'total_distance_km': 28.966362586955213, 'average_speed_knots': 1.2030769016263385, 'average_distance_from_shore_km': 47.35870123763519}"
2022-06-15T21:59:00Z,2022-06-18T03:53:44Z,393a5ab7f46e5b139e04717d31b76399,loitering,"{'lat': 25.7144, 'lon': 56.9307}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IOTC', 'ACAP', 'IWC', 'RECOFI'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.931205, 25.714498333333335, 56.930256666666665, 25.71429]","{'start_distance_from_shore_km': 38.0, 'end_distance_from_shore_km': 38.0, 'start_distance_from_port_km': 27.418136999999998, 'end_distance_from_port_km': 27.418136999999998}","{'id': '26164b150-0920-01cd-0058-7b43cc323ef1', 'name': 'QUEEN LUCA', 'ssvid': '351056000', 'flag': 'PAN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'lka-colombo', 'flag': 'LKA', 'name': 'COLOMBO', 'portVisitEventId': '99a13d639ef2fff35d62b3a1fd67af00'}}","{'total_time_hours': 53.91199444444443, 'total_distance_km': 1.947350771401529, 'average_speed_knots': 0.01950373583037348, 'average_distance_from_shore_km': 38.000000000000014}"
2022-06-16T04:55:08Z,2022-06-27T13:58:01Z,99ce76ac10c5b1ca2d7d1501309e0e78,loitering,"{'lat': 25.635, 'lon': 56.7211}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['IWC', 'ACAP', 'IOTC', 'RECOFI'], 'fao': ['51', '51.3'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.72020333333333, 25.633898333333335, 56.722031666666666, 25.636013333333334]","{'start_distance_from_shore_km': 38.0, 'end_distance_from_shore_km': 38.0, 'start_distance_from_port_km': 7.017782, 'end_distance_from_port_km': 6.877198999999999}","{'id': '1ea8ebbd3-31e1-6dea-1b9b-c25c9f09b608', 'name': 'THAI BINH 12', 'ssvid': '574460000', 'flag': 'VNM', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'ind-sikka', 'flag': 'IND', 'name': None, 'portVisitEventId': '6b325b8dbb0b74d8320abaf7c3c3ed66'}}","{'total_time_hours': 273.0481749999999, 'total_distance_km': 29.367401547313104, 'average_speed_knots': 0.05807447079727912, 'average_distance_from_shore_km': 38.00000000000003}"
2022-06-23T02:54:29Z,2022-06-24T22:58:53Z,78e9efdd05f396b572aacbc06339cc58,loitering,"{'lat': 25.715, 'lon': 56.9333}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IWC', 'IOTC', 'ACAP', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.93024666666667, 25.713728333333332, 56.93625333333333, 25.716345]","{'start_distance_from_shore_km': 38.0, 'end_distance_from_shore_km': 37.0, 'start_distance_from_port_km': 27.418136999999998, 'end_distance_from_port_km': 28.6014}","{'id': '4ade50e7a-aef8-ab19-b6b2-518af3d74aad', 'name': 'DAISY', 'ssvid': '422905000', 'flag': 'IRN', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'egy-suezsouthanchorage', 'flag': 'EGY', 'name': 'SUEZ SOUTH ANCHORAGE', 'portVisitEventId': '329b4bb3a7042f8e829c0f248b43a79f'}}","{'total_time_hours': 44.07317222222221, 'total_distance_km': 4.383024154236762, 'average_speed_knots': 0.053698056946253084, 'average_distance_from_shore_km': 37.999389638945836}"
2022-06-30T16:58:52Z,2022-06-30T23:59:51Z,e6ed339295f57d15a24745b1b27ad24d,loitering,"{'lat': 25.7329, 'lon': 56.9227}","{'mpa': [], 'eez': ['8469'], 'rfmo': ['IWC', 'IOTC', 'ACAP', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.92061666666667, 25.73068333333333, 56.92471666666667, 25.73505]","{'start_distance_from_shore_km': 38.0, 'end_distance_from_shore_km': 38.0, 'start_distance_from_port_km': 26.8915, 'end_distance_from_port_km': 27.187669999999997}","{'id': 'e094e5d2f-f049-765f-60f7-2a554106f4f6', 'name': 'PACIFIC 01', 'ssvid': '574002840', 'flag': 'VNM', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': None, 'flag': None, 'name': None, 'portVisitEventId': None}}","{'total_time_hours': 7.0162916666666675, 'total_distance_km': 1.2839628461020245, 'average_speed_knots': 0.09881066909331195, 'average_distance_from_shore_km': 37.08401970640514}"
2022-07-02T22:57:07Z,2022-07-03T00:59:26Z,759ccef815370f1c99ec496050caa733,loitering,"{'lat': 25.4727, 'lon': 56.7546}","{'mpa': [], 'eez': ['8360'], 'rfmo': ['ACAP', 'IOTC', 'IWC', 'RECOFI'], 'fao': ['51.3', '51'], 'major_fao': ['51'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[56.7517, 25.468178333333334, 56.75754166666667, 25.477318333333333]","{'start_distance_from_shore_km': 39.0, 'end_distance_from_shore_km': 40.0, 'start_distance_from_port_km': 16.954826, 'end_distance_from_port_km': 18.364377}","{'id': 'f95ea34a9-91a1-9c2e-ee75-d136f8b63fb0', 'name': 'ANNA-ELISABETH', 'ssvid': '636092328', 'flag': 'LBR', 'type': 'cargo', 'public_authorizations': [], 'nextPort': {'id': 'are-minasaqr', 'flag': 'ARE', 'name': 'MINA SAQR', 'portVisitEventId': 'be720aa28adcec2a850103006095f338'}}","{'total_time_hours': 2.0387416666666662, 'total_distance_km': 1.395084377462183, 'average_speed_knots': 0.3694854102026161, 'average_distance_from_shore_km': 39.919206122876396}"
