SHIP_ID,IMO,MMSI,CALLSIGN,SHIPNAME,TYPE_COLOR,LAST_POS,CODE2,COUNTRY,COUNT_PHOTOS,NEXT_PORT_NAME,NEXT_PORT_COUNTRY,NEXT_PORT_ID,ETA,DESTINATION,CURRENT_PORT_COUNTRY,TYPE_SUMMARY,COURSE,LON,LAT,TIMEZONE,ETA_OFFSET,SPEED,ETA_UPDATED,DISTANCE_TO_GO,PORT_ID,CURRENT_PORT,CTA_ROUTE_FORECAST
462909,9321299,372495000,3EJE9,TENKI,8,1785644149,PA,PANAMA,6,SRIRACHA,TH,18814,,TH SRI,,Tanker,129,60.493385,23.535673,4.0,,12.5,2026-08-02 04:04:00,3942,,,true
1985,9397468,352002789,3E5078,PRIVE ANGEL,8,1785644127,PA,PANAMA,57,FUJAIRAH,AE,790,,AEFJR,,Tanker,357,57.057098,25.231684,4.0,,0.6,,0,,,false
754243,9339648,466011000,A7SR,SIDRA AL RUWAIS,8,1785644088,QA,QATAR,10,RAS LAFFAN,QA,954,1785236400,QA-RLF,,Tanker,178,51.79808,25.733202,3.0,3,0.1,,0,,,false
689610,9514561,636024679,5LTU3,PANAMA PROSPERITY,8,1784288587,LR,LIBERIA,38,FUJAIRAH,AE,790,1784286000,AEFJR,,Tanker,205,56.896694,25.459858,4.0,4,0.0,,0,,,false
420579,9325609,314177000,8PRL,STAR MERLIN,8,1785644023,BB,BARBADOS,63,DURBAN,ZA,452,1785702600,DURBAN,,Tanker,182,53.844925,25.751078,4.0,2,0.1,2026-08-02 02:12:00,4167,,,true
5565990,9259886,341058001,V4DL5,PURE POINT,8,1785644242,KN,SAINT KITTS AND NEVIS,45,UMM QASR,IQ,1008,1774744920,UMM QASR ANCH,IQ,Tanker,165,48.761028,29.65148,3.0,3,0.0,,0,23159,UMM QASR ANCH,false
10617148,0,367491728,WDD0404,JERSEY DEVIL 404,8,1785141550,US,UNITED STATES OF AMERICA,0,,,,1781329500,USA,,Tanker,129,56.758095,26.495173,4.0,,0.8,,0,,,false
7834480,9948968,425000019,HNSU,M/T SUMER,8,1785644398,IQ,IRAQ,3,,,,1785600000,KHOR ABDALAH OPL,IQ,Tanker,187,48.759247,29.638241,3.0,,3.5,,0,23159,UMM QASR ANCH,false
5728756,9835836,538009742,V7A5106,MARLIN SANTORINI,8,1784668014,MH,MARSHALL ISLANDS,43,,,,1785526200,F0R ORDERS,,Tanker,0,54.037285,25.41876,4.0,,0.0,,0,,,false
737125,9266372,574534000,XVCY,VAN PHONG 1,8,1785644161,VN,VIETNAM,15,UMM QASR,IQ,1008,1770757200,IQ UQR BY.N2,IQ,Tanker,127,48.641033,29.716833,3.0,3,0.0,,0,23159,UMM QASR ANCH,false
6720638,9912854,636020242,D5YH6,AXIOS I,8,1785644285,LR,LIBERIA,20,AL JUBAIL,SA,956,1785564000,JUBAIL,,Tanker,115,50.964092,27.230576,3.0,3,0.1,,0,,,false
4695440,9739317,636020425,D5ZE6,STOLT MAGNESIUM,8,1784088170,LR,LIBERIA,46,PORT KLANG,MY,483,1784894400,OM SOH>MY PKG,,Tanker,285,59.478142,23.584955,4.0,8,1.5,,0,,,false
712005,9244374,311001694,C6IK7,GOODAL,8,1785644156,BS,BAHAMAS,81,,,,,ALL CHINESE CREW,,Tanker,135,48.852566,29.530844,3.0,,10.6,,0,,,false
7841970,9930806,241819000,SVDQ7,MARAN DIONE,8,1785644264,GR,GREECE,29,FUJAIRAH,AE,790,1784210400,FUJAIRAH,AE,Tanker,341,56.576935,25.232544,4.0,4,0.0,,0,20585,FUJAIRAH ANCH,false
734363,9118800,306108000,PJN9,BLACK MAYA,8,1785644190,CW,CURACAO,3,,,,,PSQ/OMAN,,Tanker,139,57.208012,25.551399,4.0,,4.3,,0,,,false
460536,9487471,371346000,3FHJ,NAVE CAPELLA,8,1785644098,PA,PANAMA,32,AL JUBAIL,SA,956,1785690000,JUBAIL,SA,Tanker,12,50.28458,27.113958,3.0,3,6.0,,0,22336,RAS TANURA ANCH,false
675931,9595010,447089000,9KEU,BNEIDER,8,1779596051,KW,KUWAIT,52,,,,1778378400,FOR ORDER,,Tanker,216,57.128574,24.918474,4.0,,3.2,,0,,,false
658038,8517243,422143000,EQKH,MARIVAN,8,1785635736,IR,IRAN,0,BANDAR ABBAS,IR,1614,1785398400,B.ABBAS,IR,Tanker,269,55.972614,27.053988,4.5,4,0.1,,0,19778,ISOICO,false
754468,9437658,215283000,9HA5039,SERENO,8,1784902200,MT,MALTA,28,FUJAIRAH,AE,790,1784901600,FUJAIRAH,AE,Tanker,290,56.602119,25.231205,4.0,4,3.2,,0,20585,FUJAIRAH ANCH,false
727510,9275983,511101620,T8A5075,TERRA,8,1785644081,PW,PALAU,25,FUJAIRAH,AE,790,1785524400,"FUJAIRAH, UAE",AE,Tanker,,56.363026,25.193924,4.0,4,0.0,,0,790,FUJAIRAH,false
8892198,9254082,750117000,8RCA6,LIMAS,8,1785644413,GY,GUYANA,25,,,,1782064800,FOR ORDERPL,,Tanker,274,57.546848,24.396908,4.0,,1.6,,0,,,false
8951314,9162928,632001088,3X2063,NOBLE,8,1784606501,GN,GUINEA,18,SHINAS,OM,18580,1784584800,SHINAS,,Tanker,342,56.584721,24.808622,4.0,4,0.2,,0,,,false
6580673,9823534,636020895,5LBF9,AL KHTAM,8,1782944402,LR,LIBERIA,5,FUJAIRAH,AE,790,1782907200,AEFJR,AE,Tanker,180,56.578186,25.59651,4.0,4,12.5,,0,20586,KHOR FAKKAN ANCH,false
419288,9136644,356762000,HO4359,SIMRAN,8,1784447956,PA,PANAMA,3,,,,1767225600,,,Tanker,33,56.558498,25.750206,4.0,,0.1,,0,,,false
463393,9000883,613490000,TJMC902,SEA OPERA,8,1785612513,CM,CAMEROON,1,SHINAS,OM,18580,1780333200,SHINAS OMAN,,Tanker,100,56.94022,25.644989,4.0,4,0.1,,0,,,false
459236,9561382,538009584,V7A4920,IMPERIOUS,8,1785644161,MH,MARSHALL ISLANDS,28,FUJAIRAH,AE,790,1785699000,AEFJR,,Tanker,302,58.831215,24.08515,4.0,4,13.6,2026-08-02 04:13:00,154,,,true
673548,9168740,629009302,C5J314,ELITE,8,1785644110,GM,GAMBIA,22,SHINAS,OM,18580,1772107200,"SHINAS,OMAN",,Tanker,,56.554111,24.797628,4.0,4,0.0,,0,,,false
466,9377066,538011089,V7A6566,ECO 3,8,1785643872,MH,MARSHALL ISLANDS,48,FUJAIRAH,AE,790,1782522000,FUJAIRH,AE,Tanker,126,56.468586,25.284012,4.0,4,0.1,,0,20585,FUJAIRAH ANCH,false
388585,9113094,307131000,P4BC8,SIMBA V,8,1785643872,AW,ARUBA,9,,,,1780516800,WAITING FOR ORDERS,,Tanker,206,56.992962,25.754499,4.0,,0.0,,0,,,false
459043,9477177,671446100,5VJB5,TREND,8,1785644111,TG,TOGO,12,FUJAIRAH,AE,790,1783922400,AE FJR,,Tanker,156,55.604805,25.820894,4.0,4,0.0,,0,,,false
5261504,9177583,314001124,8PZW3,GREAT SAIL,8,1785643872,BB,BARBADOS,31,,,,1782298800,FOR ORDER,,Tanker,276,56.917019,25.856989,4.0,,0.1,,0,,,false
6472860,9828390,636020893,5LBF7,TARIF,8,1785462720,LR,LIBERIA,9,RUWAIS,AE,1695,1785477600,RUWAIS,,Tanker,194,52.944626,24.831089,4.0,4,10.6,,0,,,false
6922842,9912256,538009642,V7A4989,LEGIO X EQUESTRIS,8,1785644266,MH,MARSHALL ISLANDS,15,FUJAIRAH,AE,790,1785128400,AE FJR,AE,Tanker,302,56.392052,25.227448,4.0,4,0.0,,0,790,FUJAIRAH,false
9540713,9237797,750099000,8RAB20,TIMA,8,1785644377,GY,GUYANA,6,,,,1774594800,KH,,Tanker,323,49.625912,29.08453,3.0,,0.1,,0,,,false
4587970,9718820,538006506,V7NT8,SADAH SILVER,8,1785644149,MH,MARSHALL ISLANDS,23,PORT RASHID,AE,104,1785373200,AEDXB,,Tanker,,54.076195,25.414417,4.0,4,0.0,,0,,,false
755853,9510577,636020246,D5YI2,MONJASA SERVER,8,1785644143,LR,LIBERIA,14,SHARJAH,AE,103,1785639600,SHARJAH,AE,Tanker,123,55.365669,25.378395,4.0,4,5.1,2026-08-02 03:56:00,6,21985,SHARJAH ANCH,true
691192,9299599,525121027,YDQW2,SC OCEAN LXI,8,1785643835,ID,INDONESIA,53,SINGAPORE,SG,290,,AEFJR>SGSIN,AE,Tanker,316,56.467754,25.234329,4.0,,0.1,2026-08-02 04:16:00,3332,20585,FUJAIRAH ANCH,true
4707873,9672844,477884800,VRPI4,CESI BEIHAI,8,1785644157,HK,HONG KONG,7,QALHAT,OM,18591,1785528060,QALHAT,OM,Tanker,219,59.458435,22.70989,4.0,4,3.7,2026-08-02 04:07:00,1,23048,QALHAT ANCH,true
708693,9276688,538011950,V7A3712,JV INNOVATION,8,1785644041,MH,MARSHALL ISLANDS,18,KHOR FAKKAN,AE,18560,1785330000,KHAWR FAKKAN,AE,Tanker,129,56.490795,25.350843,4.0,4,0.0,,0,20586,KHOR FAKKAN ANCH,false
475401,9459022,403518001,HZEJ,NCC NAJEM,8,1785644046,SA,SAUDI ARABIA,53,FUJAIRAH,AE,790,1785456000,AE FJR,AE,Tanker,78,56.507198,25.204746,4.0,4,0.1,,0,20585,FUJAIRAH ANCH,false
714417,9304332,314116000,8PPD,AURELIAN,8,1785620421,BB,BARBADOS,82,SOHAR,OM,18567,1785076920,OM SOH,OM,Tanker,79,56.714062,24.563267,4.0,4,0.1,,0,22481,SOHAR ANCH,false
159164,9215098,477237200,VRSI2,MYRI JOY,8,1785644087,HK,HONG KONG,16,SHINAS,OM,18580,1779480000,SHINAS OMAN,,Tanker,90,56.877754,24.702353,4.0,4,0.0,,0,,,false
